iter	Passed	Remaining
595	2941	1994
596	2946	1989
597	2952	1984
598	2957	1979
599	2961	1974
600	2965	1968
601	2970	1963
602	2974	1958
603	2979	1953
604	2985	1948
605	2988	1942
606	2993	1937
607	2997	1932
608	3001	1927
609	3005	1921
610	3009	1915
611	3012	1909
612	3015	1903
613	3020	1898
614	3042	1904
615	3049	1900
616	3053	1895
617	3059	1891
618	3066	1887
619	3073	1883
620	3079	1879
621	3087	1876
622	3094	1872
623	3100	1868
624	3106	1863
625	3109	1857
626	3117	1854
627	3122	1849
628	3128	1845
629	3134	1840
630	3140	1836
631	3146	1832
632	3152	1827
633	3156	1822
634	3164	1818
635	3168	1813
636	3176	1809
637	3181	1805
638	3186	1800
639	3190	1794
640	3195	1789
641	3200	1784
642	3206	1780
643	3212	1775
644	3216	1770
645	3221	1765
646	3227	1761
647	3233	1756
648	3235	1750
649	3241	1745
650	3247	1740
651	3251	1735
652	3256	1730
653	3262	1725
654	3268	1721
655	3274	1716
656	3278	1711
657	3283	1706
658	3288	1701
659	3295	1697
660	3301	1693
661	3306	1688
662	3313	1684
663	3318	1679
664	3322	1673
665	3328	1669
666	3333	1664
667	3337	1658
668	3341	1653
669	3344	1647
670	3348	1641
671	3351	1635
672	3355	1630
673	3360	1625
674	3364	1619
675	3368	1614
676	3371	1608
677	3375	1602
678	3378	1597
679	3382	1591
680	3386	1586
681	3390	1580
682	3393	1575
683	3396	1569
684	3400	1563
685	3403	1557
686	3407	1552
687	3410	1546
688	3414	1541
689	3418	1535
690	3422	1530
691	3425	1524
692	3428	1518
693	3431	1513
694	3435	1507
695	3438	1501
696	3442	1496
697	3445	1490
698	3449	1485
699	3453	1479
700	3456	1474
701	3460	1468
702	3463	1463
703	3468	1458
704	3473	1453
705	3477	1448
706	3480	1442
707	3485	1437
708	3490	1432
709	3493	1427
710	3498	1422
711	3503	1416
712	3507	1411
713	3513	1407
714	3519	1402
715	3524	1398
716	3527	1392
717	3532	1387
718	3537	1382
719	3541	1377
720	3545	1372
721	3550	1366
722	3553	1361
723	3558	1356
724	3563	1351
725	3567	1346
726	3572	1341
727	3576	1336
728	3580	1330
729	3585	1326
730	3588	1320
731	3593	1315
732	3598	1310
733	3602	1305
734	3607	1300
735	3613	1296
736	3618	1291
737	3622	1286
738	3626	1280
739	3632	1276
740	3635	1270
741	3640	1265
742	3645	1260
743	3648	1255
744	3653	1250
745	3657	1245
746	3661	1240
747	3667	1235
748	3671	1230
749	3674	1224
750	3680	1220
751	3683	1214
752	3687	1209
753	3692	1204
754	3696	1199
755	3701	1194
756	3707	1190
757	3712	1185
758	3716	1180
759	3720	1175
760	3726	1170
761	3730	1165
762	3734	1159
763	3739	1155
764	3742	1149
765	3747	1144
766	3752	1139
767	3755	1134
768	3760	1129
769	3765	1124
770	3769	1119
771	3774	1114
772	3778	1109
773	3782	1104
774	3787	1099
775	3791	1094
776	3795	1089
777	3799	1084
778	3803	1079
779	3808	1074
780	3813	1069
781	3817	1064
782	3821	1059
783	3825	1054
784	3829	1048
785	3834	1043
786	3838	1038
787	3842	1033
788	3846	1028
789	3854	1024
790	3858	1019
791	3862	1014
792	3868	1009
793	3873	1004
794	3877	999
795	3881	994
796	3886	989
797	3890	984
798	3895	979
799	3900	975
800	3905	970
801	3909	965
802	3915	960
803	3920	955
804	3924	950
805	3928	945
806	3934	940
807	3937	935
808	3941	930
809	3946	925
810	3950	920
811	3955	915
812	3961	911
813	3965	906
814	3969	901
815	3974	896
816	3977	891
817	3982	886
818	3990	881
819	3995	877
820	4002	872
821	4008	868
822	4013	863
823	4020	858
824	4027	854
825	4030	849
826	4034	844
827	4038	838
828	4041	833
829	4044	828
830	4050	823
831	4057	819
832	4064	814
833	4070	810
834	4073	804
835	4076	799
836	4081	794
837	4084	789
838	4087	784
839	4090	779
840	4093	773
841	4097	768
842	4100	763
843	4105	758
844	4111	754
845	4116	749
846	4119	744
847	4124	739
848	4129	734
849	4133	729
850	4138	724
851	4143	719
852	4146	714
853	4151	709
854	4157	705
855	4160	699
856	4165	694
857	4170	690
858	4173	685
859	4178	680
860	4183	675
861	4187	670
862	4191	665
863	4195	660
864	4198	655
865	4203	650
866	4206	645
867	4211	640
868	4214	635
869	4218	630
870	4222	625
871	4225	620
872	4230	615
873	4233	610
874	4238	605
875	4243	600
876	4247	595
877	4252	590
878	4256	586
879	4260	580
880	4264	575
881	4267	570
882	4271	565
883	4274	560
884	4278	555
885	4281	550
886	4285	545
887	4288	540
888	4291	535
889	4295	530
890	4299	525
891	4303	521
892	4306	515
893	4310	511
894	4313	506
895	4317	501
896	4320	496
897	4325	491
898	4328	486
899	4332	481
900	4335	476
901	4339	471
902	4343	466
903	4346	461
904	4350	456
905	4353	451
906	4357	446
907	4361	441
908	4365	437
909	4368	432
910	4372	427
911	4375	422
912	4379	417
913	4382	412
914	4386	407
915	4389	402
916	4393	397
917	4396	392
918	4399	387
919	4403	382
920	4406	378
921	4410	373
922	4413	368
923	4416	363
924	4420	358
925	4423	353
926	4427	348
927	4430	343
928	4434	338
929	4437	334
930	4441	329
931	4444	324
932	4448	319
933	4452	314
934	4456	309
935	4460	304
936	4463	300
937	4467	295
938	4471	290
939	4475	285
940	4478	280
941	4482	275
942	4485	271
943	4489	266
944	4493	261
945	4496	256
946	4500	251
947	4503	247
948	4508	242
949	4511	237
950	4515	232
951	4518	227
952	4522	223
953	4525	218
954	4528	213
955	4532	208
956	4535	203
957	4539	199
958	4542	194
959	4546	189
960	4550	184
961	4554	179
962	4557	175
963	4561	170
964	4564	165
965	4568	160
966	4572	156
967	4576	151
968	4580	146
969	4583	141
970	4587	137
971	4590	132
972	4594	127
973	4597	122
974	4601	117
975	4605	113
976	4609	108
977	4612	103
978	4616	99
979	4619	94
980	4623	89
981	4626	84
982	4630	80
983	4633	75
984	4637	70
985	4641	65
986	4644	61
987	4647	56
988	4650	51
989	4655	47
990	4658	42
991	4662	37
992	4665	32
993	4669	28
994	4672	23
995	4676	18
996	4679	14
997	4683	9
998	4686	4
999	4690	0
