iter	Logloss
0	0.6810912654
1	0.6700569969
2	0.659469506
3	0.6493999078
4	0.6384481519
5	0.6287552486
6	0.61761215
7	0.6071167606
8	0.597601502
9	0.5893135082
10	0.5803347686
11	0.5718629645
12	0.5638882921
13	0.554402188
14	0.5453959023
15	0.5370604879
16	0.5301351771
17	0.5224835843
18	0.5156775929
19	0.5071733324
20	0.5002018532
21	0.4927112884
22	0.4848865967
23	0.4782768866
24	0.4707298048
25	0.463806432
26	0.4575393392
27	0.450965
28	0.445278857
29	0.4382222303
30	0.4312492177
31	0.4271496096
32	0.4226270131
33	0.4169061297
34	0.4108117505
35	0.4054921136
36	0.3990484718
37	0.3939675919
38	0.3884225914
39	0.3833920478
40	0.3781679994
41	0.3735424566
42	0.3681227247
43	0.3642385017
44	0.3587199985
45	0.3535771607
46	0.3493952785
47	0.3444439404
48	0.3405049671
49	0.3363819285
50	0.3323840201
51	0.3283998196
52	0.3242307451
53	0.3201485295
54	0.3162375344
55	0.312587832
56	0.3094104694
57	0.3052636654
58	0.301201478
59	0.2967842345
60	0.2932187321
61	0.289327218
62	0.2863020183
63	0.2825888734
64	0.2796135014
65	0.2763248469
66	0.2722920129
67	0.2683934919
68	0.265497742
69	0.263015956
70	0.2601108973
71	0.2565375774
72	0.253412423
73	0.251065753
74	0.2480038414
75	0.2457428871
76	0.2430129265
77	0.2408063966
78	0.2377082694
79	0.2361739943
80	0.2333547244
81	0.2310004138
82	0.2285482443
83	0.2262704035
84	0.224104414
85	0.2217228282
86	0.2197323792
87	0.2176216215
88	0.2153418401
89	0.213195083
90	0.2110864602
91	0.2092645564
92	0.2075141619
93	0.2055958448
94	0.203728311
95	0.2013004822
96	0.1997651648
97	0.1976202078
98	0.1958076281
99	0.1940846651
100	0.1924897441
101	0.1906544154
102	0.1891000443
103	0.1870608158
104	0.1851667645
105	0.1832058569
106	0.1813711251
107	0.1797620277
108	0.1780205697
109	0.1761095549
110	0.1743559078
111	0.1727729275
112	0.1712600954
113	0.1699156069
114	0.1680891709
115	0.1666594002
116	0.1654557665
117	0.1641951506
118	0.162739381
119	0.1613575973
120	0.1601376896
121	0.158915561
122	0.1577929838
123	0.1562867085
124	0.1552566798
125	0.1542229404
126	0.1531828688
127	0.1520422853
128	0.1506710385
129	0.1494128271
130	0.1483661335
131	0.147400294
132	0.1462873509
133	0.1452881048
134	0.1440587241
135	0.1429339893
136	0.1415268395
137	0.140512971
138	0.1395771831
139	0.1385623441
140	0.1373641437
141	0.1366179439
142	0.135292045
143	0.1342978361
144	0.1333532032
145	0.132414045
146	0.1312736162
147	0.1302942788
148	0.1295436147
149	0.1285156591
150	0.1275279146
151	0.1267478402
152	0.1259544682
153	0.1250953439
154	0.1242035004
155	0.123422302
156	0.1225857314
157	0.1218244213
158	0.1212881085
159	0.1203737684
160	0.1195327087
161	0.1187012011
162	0.1181354644
163	0.1173658244
164	0.1165099767
165	0.1156329788
166	0.1149938736
167	0.1142275648
168	0.1134840394
169	0.1128177164
170	0.1120077713
171	0.1111298916
172	0.1104678008
173	0.1096476733
174	0.1089544943
175	0.1081355882
